ID_Venta,Fecha,Pais,Ciudad,Cliente,Producto,Categoria,Cantidad,Precio_Unitario,Monto_Total,Medio_Envio,Estado_Envio
1219,2/3/2025,Ecuador,Quito,Maria Perez,Teclado,Accesorios,1,185,185,Aereo,Entregado
1220,18/2/2025,Chile,Valparaiso,Laura Sanchez,Laptop,Electronica,1,521,521,Maritimo,Entregado
1221,18/1/2025,Uruguay,Paysandu,Luis Rodriguez,Monitor,Electronica,1,460,460,Aereo,Entregado
1222,10/9/2024,Venezuela,Caracas,Maria Garcia,Teclado,Accesorios,2,1003,2006,Maritimo,Entregado
1223,27/5/2024,Ecuador,Guayaquil,Maria Sanchez,Laptop,Electronica,1,943,943,Maritimo,Entregado
1224,27/10/2024,Ecuador,Quito,Luis Martinez,Laptop,Electronica,1,41,41,Aereo,En transito
1225,24/3/2024,Argentina,Cordoba,Lucia Garcia,Camara,Electronica,4,82,328,Terrestre,En transito
1226,24/3/2024,Argentina,Cordoba,Maria Rodriguez,Impresora,Oficina,4,299,1198,Terrestre,Pendiente
1227,15/1/2025,Venezuela,Valencia,Pedro Martinez,Monitor,Electronica,2,1044,2089,Maritimo,Pendiente
1228,9/8/2024,Brasil,Sao Paulo,Ana Sanchez,Impresora,Oficina,1,278,278,Aereo,En transito
1229,5/1/2025,Venezuela,Maracaibo,Carlos Martinez,Auriculares,Accesorios,1,62,62,Aereo,Pendiente
1230,26/9/2024,Argentina,Rosario,Ana Sanchez,Silla ergonomica,Muebles,1,346,346,Maritimo,Cancelado
1231,24/1/2024,Brasil,Sao Paulo,Pedro Garcia,Silla ergonomica,Muebles,5,751,3759,Aereo,Pendiente
1232,25/7/2024,Colombia,Cali,Carlos Lopez,Auriculares,Accesorios,3,812,2438,Terrestre,En transito
1233,2/4/2024,Brasil,Rio de Janeiro,Maria Rodriguez,Laptop,Electronica,5,257,1285,Terrestre,Pendiente
1234,15/10/2024,Colombia,Cali,Juan Sanchez,Escritorio,Muebles,1,377,377,Aereo,Pendiente
1235,2/3/2025,Argentina,Cordoba,Pedro Rodriguez,Escritorio,Muebles,1,76,76,Maritimo,Cancelado
1236,14/2/2024,Uruguay,Paysandu,Maria Lopez,Impresora,Oficina,5,139,697,Maritimo,Cancelado
1237,5/2/2024,Peru,Arequipa,Maria Lopez,Tablet,Electronica,2,312,624,Terrestre,Cancelado
1238,5/2/2024,Argentina,Buenos Aires,Laura Lopez,Auriculares,Accesorios,2,351,702,Aereo,Cancelado
1239,27/9/2024,Chile,Valparaiso,Laura Garcia,Silla ergonomica,Muebles,3,778,2334,Aereo,Entregado
1240,1/4/2024,Bolivia,Santa Cruz,Luis Rodriguez,Tablet,Electronica,1,912,912,Maritimo,Cancelado
1241,30/6/2024,Colombia,Bogota,Laura Martinez,Camara,Electronica,3,109,327,Maritimo,Entregado
1242,8/11/2024,Peru,Arequipa,Pedro Rodriguez,Laptop,Electronica,2,269,539,Terrestre,En transito
1243,13/6/2024,Colombia,Cali,Ana Martinez,Laptop,Electronica,4,207,830,Terrestre,Cancelado
1244,19/7/2024,Brasil,Brasilia,Ana Lopez,Silla ergonomica,Muebles,2,694,1388,Terrestre,Cancelado
1245,9/1/2024,Venezuela,Valencia,Maria Sanchez,Impresora,Oficina,2,85,170,Aereo,Pendiente
1246,17/10/2024,Bolivia,Cochabamba,Ana Rodriguez,Impresora,Oficina,3,751,2254,Maritimo,Pendiente
1247,7/2/2025,Paraguay,Asuncion,Ana Martinez,Camara,Electronica,5,203,1015,Aereo,Pendiente
1248,27/4/2024,Argentina,Rosario,Laura Sanchez,Tablet,Electronica,5,33,167,Terrestre,Cancelado
1249,22/10/2024,Ecuador,Cuenca,Luis Rodriguez,Monitor,Electronica,4,1042,4168,Aereo,Entregado
1250,13/4/2024,Peru,Lima,Ana Lopez,Silla ergonomica,Muebles,3,471,1415,Maritimo,En transito
1251,3/9/2024,Uruguay,Montevideo,Luis Lopez,Camara,Electronica,5,291,1459,Terrestre,Entregado
1252,8/12/2024,Brasil,Rio de Janeiro,Pedro Perez,Impresora,Oficina,4,1081,4324,Aereo,Pendiente
1253,27/5/2024,Peru,Cusco,Laura Martinez,Teclado,Accesorios,2,91,183,Terrestre,Pendiente
1254,31/7/2024,Paraguay,Ciudad del Este,Ana Sanchez,Monitor,Electronica,1,446,446,Terrestre,Entregado
1255,30/1/2024,Colombia,Bogota,Lucia Lopez,Teclado,Accesorios,2,780,1561,Maritimo,Pendiente
1256,20/7/2024,Brasil,Rio de Janeiro,Carlos Rodriguez,Laptop,Electronica,4,116,466,Terrestre,En transito
1257,30/1/2025,Brasil,Rio de Janeiro,Ana Rodriguez,Impresora,Oficina,3,1033,3101,Aereo,En transito
1258,23/12/2024,Uruguay,Montevideo,Ana Garcia,Camara,Electronica,4,131,527,Terrestre,Pendiente
1259,15/2/2024,Bolivia,Cochabamba,Juan Garcia,Tablet,Electronica,5,1141,5709,Aereo,En transito
1260,6/7/2024,Chile,Santiago,Pedro Sanchez,Celular,Electronica,3,78,236,Maritimo,En transito
1261,12/11/2024,Paraguay,Ciudad del Este,Pedro Lopez,Celular,Electronica,1,301,301,Aereo,Pendiente
1262,14/10/2024,Ecuador,Cuenca,Laura Martinez,Camara,Electronica,1,561,561,Terrestre,Pendiente
1263,12/2/2025,Paraguay,Asuncion,Pedro Garcia,Camara,Electronica,4,1074,4299,Maritimo,Entregado
1264,21/10/2024,Peru,Arequipa,Maria Sanchez,Celular,Electronica,1,169,169,Maritimo,Entregado
1265,15/11/2024,Ecuador,Quito,Carlos Sanchez,Escritorio,Muebles,1,429,429,Maritimo,Pendiente
1266,22/4/2024,Uruguay,Paysandu,Pedro Lopez,Laptop,Electronica,5,691,3456,Maritimo,En transito
1267,30/1/2025,Uruguay,Paysandu,Laura Garcia,Monitor,Electronica,4,1032,4129,Terrestre,Cancelado
1268,30/1/2024,Argentina,Buenos Aires,Carlos Martinez,Impresora,Oficina,5,286,1430,Aereo,Pendiente
1269,5/1/2025,Bolivia,Santa Cruz,Luis Martinez,Tablet,Electronica,5,851,4257,Maritimo,En transito
1270,7/7/2024,Uruguay,Montevideo,Pedro Garcia,Silla ergonomica,Muebles,3,350,1052,Maritimo,Entregado
1271,29/10/2024,Venezuela,Valencia,Laura Martinez,Camara,Electronica,4,86,346,Maritimo,Pendiente
1272,15/1/2024,Paraguay,Encarnacion,Maria Lopez,Monitor,Electronica,2,99,198,Terrestre,En transito
1273,20/3/2024,Brasil,Sao Paulo,Pedro Rodriguez,Silla ergonomica,Muebles,2,535,1071,Terrestre,En transito
1274,29/2/2024,Chile,Santiago,Lucia Martinez,Camara,Electronica,2,680,1361,Aereo,En transito
1275,17/7/2024,Bolivia,Cochabamba,Luis Martinez,Auriculares,Accesorios,5,1105,5525,Aereo,Cancelado
1276,8/12/2024,Paraguay,Asuncion,Ana Perez,Escritorio,Muebles,3,1032,3096,Maritimo,Pendiente
1277,2/4/2024,Brasil,Brasilia,Laura Lopez,Celular,Electronica,2,1097,2194,Maritimo,Entregado
1278,3/9/2024,Uruguay,Salto,Ana Garcia,Laptop,Electronica,3,904,2712,Maritimo,En transito
1279,12/5/2024,Paraguay,Encarnacion,Laura Sanchez,Silla ergonomica,Muebles,5,1026,5130,Terrestre,En transito
1280,23/10/2024,Uruguay,Salto,Pedro Lopez,Auriculares,Accesorios,5,72,362,Aereo,Cancelado
1281,3/8/2024,Peru,Cusco,Juan Sanchez,Silla ergonomica,Muebles,4,800,3200,Terrestre,En transito
1282,20/7/2024,Uruguay,Montevideo,Pedro Rodriguez,Celular,Electronica,1,410,410,Maritimo,Pendiente
1283,29/9/2024,Paraguay,Asuncion,Laura Perez,Impresora,Oficina,5,502,2511,Aereo,Entregado
1284,9/3/2024,Brasil,Rio de Janeiro,Maria Garcia,Laptop,Electronica,1,626,626,Maritimo,Cancelado
1285,22/3/2025,Peru,Lima,Juan Perez,Auriculares,Accesorios,3,891,2674,Maritimo,En transito
1286,13/1/2025,Colombia,Medellin,Maria Lopez,Laptop,Electronica,5,315,1579,Terrestre,Cancelado
1287,4/10/2024,Chile,Santiago,Carlos Perez,Escritorio,Muebles,1,1005,1005,Terrestre,Entregado
1288,18/11/2024,Bolivia,La Paz,Laura Garcia,Celular,Electronica,1,39,39,Maritimo,Cancelado
1289,19/3/2024,Venezuela,Maracaibo,Juan Garcia,Impresora,Oficina,3,332,996,Terrestre,Cancelado
1290,2/12/2024,Brasil,Sao Paulo,Luis Perez,Silla ergonomica,Muebles,5,869,4345,Terrestre,Pendiente
1291,26/6/2024,Bolivia,Santa Cruz,Luis Martinez,Tablet,Electronica,5,364,1821,Terrestre,En transito
1292,28/2/2024,Ecuador,Cuenca,Carlos Perez,Silla ergonomica,Muebles,4,58,235,Terrestre,Cancelado
1293,11/6/2024,Chile,Valparaiso,Pedro Rodriguez,Laptop,Electronica,2,233,467,Aereo,Cancelado
1294,3/11/2024,Uruguay,Paysandu,Luis Rodriguez,Tablet,Electronica,5,170,851,Aereo,Cancelado
1295,28/5/2024,Bolivia,Cochabamba,Pedro Lopez,Silla ergonomica,Muebles,4,392,1568,Terrestre,Cancelado
1296,27/6/2024,Peru,Arequipa,Maria Lopez,Tablet,Electronica,1,764,764,Maritimo,Entregado
1297,19/2/2024,Chile,Concepcion,Juan Sanchez,Impresora,Oficina,2,711,1422,Aereo,Cancelado
1298,18/12/2024,Colombia,Bogota,Maria Lopez,Camara,Electronica,5,333,1668,Maritimo,Entregado
1299,14/8/2024,Bolivia,Santa Cruz,Maria Lopez,Laptop,Electronica,5,1161,5805,Maritimo,En transito
1300,14/7/2024,Bolivia,Santa Cruz,Pedro Sanchez,Silla ergonomica,Muebles,1,530,530,Maritimo,Pendiente
1301,8/9/2024,Peru,Cusco,Luis Rodriguez,Camara,Electronica,2,1014,2028,Aereo,Entregado
1302,11/8/2024,Argentina,Buenos Aires,Lucia Martinez,Silla ergonomica,Muebles,5,138,693,Aereo,Pendiente
1303,22/3/2024,Paraguay,Encarnacion,Laura Garcia,Escritorio,Muebles,1,709,709,Terrestre,Pendiente
1304,18/6/2024,Bolivia,Santa Cruz,Ana Lopez,Laptop,Electronica,4,682,2728,Maritimo,Pendiente
1305,3/3/2025,Argentina,Cordoba,Luis Perez,Camara,Electronica,5,686,3431,Terrestre,Cancelado
1306,25/8/2024,Chile,Valparaiso,Lucia Perez,Impresora,Oficina,1,896,896,Terrestre,Cancelado
1307,21/11/2024,Bolivia,La Paz,Luis Garcia,Escritorio,Muebles,2,1118,2237,Terrestre,En transito
1308,14/1/2024,Brasil,Sao Paulo,Maria Rodriguez,Tablet,Electronica,3,996,2989,Aereo,Pendiente
1309,6/10/2024,Brasil,Brasilia,Ana Garcia,Celular,Electronica,4,1181,4725,Maritimo,Cancelado
1310,12/3/2025,Bolivia,Santa Cruz,Lucia Garcia,Monitor,Electronica,4,1018,4073,Maritimo,Entregado
1311,1/3/2025,Peru,Cusco,Luis Sanchez,Impresora,Oficina,2,345,691,Aereo,Entregado
1312,18/9/2024,Ecuador,Quito,Lucia Martinez,Impresora,Oficina,3,1190,3571,Maritimo,En transito
1313,19/1/2025,Bolivia,Santa Cruz,Ana Rodriguez,Auriculares,Accesorios,1,973,973,Maritimo,En transito
1314,26/11/2024,Uruguay,Salto,Pedro Rodriguez,Celular,Electronica,3,197,593,Terrestre,En transito
1315,12/5/2024,Colombia,Bogota,Pedro Rodriguez,Escritorio,Muebles,2,324,649,Maritimo,Pendiente
1316,6/3/2024,Peru,Arequipa,Ana Garcia,Escritorio,Muebles,2,69,138,Aereo,Cancelado
1317,2/10/2024,Paraguay,Ciudad del Este,Juan Sanchez,Celular,Electronica,3,649,1947,Terrestre,Cancelado
1318,16/1/2025,Peru,Arequipa,Pedro Sanchez,Auriculares,Accesorios,1,416,416,Maritimo,Pendiente
1319,8/5/2024,Uruguay,Salto,Lucia Sanchez,Teclado,Accesorios,5,670,3350,Maritimo,En transito
1320,5/9/2024,Venezuela,Valencia,Luis Sanchez,Silla ergonomica,Muebles,1,1105,1105,Aereo,En transito
1321,31/8/2024,Chile,Santiago,Laura Sanchez,Teclado,Accesorios,4,358,1433,Aereo,Entregado
1322,8/3/2025,Paraguay,Ciudad del Este,Pedro Garcia,Auriculares,Accesorios,2,304,608,Terrestre,Entregado
1323,18/10/2024,Ecuador,Cuenca,Ana Sanchez,Tablet,Electronica,5,933,4666,Maritimo,Cancelado
1324,3/8/2024,Uruguay,Paysandu,Juan Perez,Tablet,Electronica,4,630,2522,Aereo,Pendiente
1325,15/12/2024,Peru,Cusco,Laura Rodriguez,Monitor,Electronica,1,691,691,Maritimo,Entregado
1326,21/1/2024,Colombia,Medellin,Pedro Rodriguez,Impresora,Oficina,4,1001,4007,Maritimo,Cancelado
1327,1/2/2024,Colombia,Medellin,Maria Rodriguez,Tablet,Electronica,5,1012,5064,Aereo,Pendiente
1328,5/6/2024,Argentina,Cordoba,Pedro Garcia,Celular,Electronica,2,1196,2393,Terrestre,Pendiente
1329,11/10/2024,Paraguay,Encarnacion,Lucia Lopez,Tablet,Electronica,1,655,655,Maritimo,Entregado
1330,24/8/2024,Ecuador,Guayaquil,Pedro Sanchez,Impresora,Oficina,1,819,819,Aereo,Cancelado
1331,9/6/2024,Brasil,Brasilia,Laura Sanchez,Escritorio,Muebles,3,286,859,Aereo,En transito
1332,19/2/2025,Chile,Santiago,Carlos Rodriguez,Silla ergonomica,Muebles,3,121,364,Terrestre,Pendiente
1333,13/12/2024,Chile,Concepcion,Luis Lopez,Silla ergonomica,Muebles,5,1165,5827,Aereo,Entregado
1334,2/7/2024,Venezuela,Valencia,Lucia Martinez,Tablet,Electronica,3,1073,3219,Aereo,Cancelado
1335,28/2/2025,Uruguay,Salto,Luis Martinez,Tablet,Electronica,5,708,3542,Terrestre,Entregado
1336,6/2/2025,Venezuela,Valencia,Maria Sanchez,Camara,Electronica,5,1003,5018,Maritimo,Cancelado
1337,15/5/2024,Brasil,Rio de Janeiro,Juan Sanchez,Auriculares,Accesorios,4,28,112,Maritimo,Cancelado
1338,6/11/2024,Ecuador,Quito,Carlos Martinez,Auriculares,Accesorios,5,81,407,Maritimo,Entregado
1339,23/2/2025,Venezuela,Caracas,Pedro Rodriguez,Silla ergonomica,Muebles,4,1055,4221,Terrestre,Pendiente
1340,5/1/2024,Peru,Arequipa,Carlos Perez,Laptop,Electronica,4,359,1436,Maritimo,En transito
1341,15/2/2025,Ecuador,Guayaquil,Juan Martinez,Silla ergonomica,Muebles,5,165,825,Terrestre,Cancelado
1342,5/3/2025,Chile,Concepcion,Pedro Martinez,Celular,Electronica,1,619,619,Terrestre,En transito
1343,8/1/2025,Venezuela,Valencia,Laura Sanchez,Silla ergonomica,Muebles,4,871,3486,Maritimo,En transito
1344,5/11/2024,Argentina,Cordoba,Pedro Rodriguez,Laptop,Electronica,5,1023,5119,Aereo,Pendiente
1345,13/2/2025,Ecuador,Guayaquil,Maria Perez,Celular,Electronica,2,1132,2264,Terrestre,En transito
1346,15/2/2024,Bolivia,La Paz,Ana Perez,Camara,Electronica,4,1028,4113,Aereo,Entregado
1347,12/4/2024,Paraguay,Ciudad del Este,Ana Rodriguez,Escritorio,Muebles,4,406,1625,Terrestre,Cancelado
1348,11/9/2024,Paraguay,Asuncion,Pedro Garcia,Tablet,Electronica,5,695,3478,Maritimo,Pendiente
1349,19/3/2024,Colombia,Bogota,Luis Sanchez,Silla ergonomica,Muebles,4,812,3250,Terrestre,En transito
1350,10/2/2025,Bolivia,La Paz,Lucia Martinez,Laptop,Electronica,2,566,1132,Aereo,Entregado
1351,20/12/2024,Peru,Lima,Laura Martinez,Auriculares,Accesorios,3,301,904,Maritimo,Pendiente
1352,17/1/2024,Ecuador,Quito,Lucia Rodriguez,Impresora,Oficina,2,665,1330,Aereo,Pendiente
1353,21/3/2024,Uruguay,Paysandu,Ana Rodriguez,Teclado,Accesorios,1,23,23,Aereo,Entregado
1354,8/1/2024,Uruguay,Salto,Maria Sanchez,Impresora,Oficina,1,637,637,Terrestre,Cancelado
1355,5/5/2024,Brasil,Brasilia,Ana Lopez,Monitor,Electronica,1,1057,1057,Terrestre,Pendiente
1356,20/11/2024,Chile,Valparaiso,Laura Rodriguez,Silla ergonomica,Muebles,2,575,1151,Maritimo,Cancelado
1357,1/3/2025,Colombia,Bogota,Maria Garcia,Impresora,Oficina,3,207,621,Terrestre,Entregado
1358,3/10/2024,Venezuela,Caracas,Laura Sanchez,Auriculares,Accesorios,1,62,62,Maritimo,Pendiente
1359,8/10/2024,Chile,Valparaiso,Ana Rodriguez,Camara,Electronica,5,427,2137,Aereo,Pendiente
1360,1/12/2024,Chile,Valparaiso,Luis Martinez,Tablet,Electronica,2,925,1850,Aereo,Cancelado
1361,3/12/2024,Paraguay,Ciudad del Este,Juan Martinez,Escritorio,Muebles,1,820,820,Terrestre,En transito
1362,9/3/2024,Chile,Concepcion,Lucia Martinez,Silla ergonomica,Muebles,4,927,3708,Aereo,En transito
1363,4/11/2024,Argentina,Rosario,Carlos Rodriguez,Auriculares,Accesorios,2,1102,2205,Maritimo,Pendiente
1364,15/3/2024,Colombia,Medellin,Luis Rodriguez,Laptop,Electronica,3,47,141,Maritimo,Cancelado
1365,24/2/2025,Peru,Cusco,Lucia Lopez,Tablet,Electronica,4,22,88,Maritimo,Pendiente
1366,25/6/2024,Peru,Lima,Ana Lopez,Laptop,Electronica,5,601,3009,Maritimo,Cancelado
1367,19/1/2025,Bolivia,La Paz,Ana Sanchez,Tablet,Electronica,1,262,262,Maritimo,Cancelado
1368,29/2/2024,Peru,Lima,Maria Rodriguez,Celular,Electronica,5,291,1456,Aereo,Cancelado
1369,24/2/2024,Brasil,Rio de Janeiro,Juan Perez,Tablet,Electronica,2,74,149,Aereo,En transito
1370,21/12/2024,Uruguay,Montevideo,Pedro Sanchez,Tablet,Electronica,3,854,2564,Aereo,Pendiente
1371,20/6/2024,Colombia,Medellin,Juan Rodriguez,Camara,Electronica,3,1001,3005,Terrestre,Pendiente
1372,19/7/2024,Venezuela,Caracas,Maria Rodriguez,Celular,Electronica,3,664,1994,Terrestre,Cancelado
1373,9/3/2024,Brasil,Sao Paulo,Pedro Perez,Celular,Electronica,1,377,377,Terrestre,Entregado
1374,5/4/2024,Argentina,Rosario,Luis Sanchez,Celular,Electronica,1,889,889,Aereo,En transito
1375,27/6/2024,Venezuela,Maracaibo,Maria Sanchez,Laptop,Electronica,3,1045,3137,Aereo,Pendiente
1376,28/2/2025,Venezuela,Valencia,Carlos Rodriguez,Laptop,Electronica,5,992,4962,Maritimo,En transito
1377,9/7/2024,Chile,Santiago,Luis Sanchez,Monitor,Electronica,2,1177,2355,Maritimo,En transito
1378,26/5/2024,Argentina,Rosario,Pedro Lopez,Camara,Electronica,5,956,4781,Aereo,Cancelado
1379,3/11/2024,Colombia,Medellin,Ana Rodriguez,Tablet,Electronica,5,425,2126,Aereo,Cancelado
1380,31/12/2024,Bolivia,La Paz,Maria Garcia,Camara,Electronica,4,438,1752,Maritimo,Entregado
1381,3/10/2024,Bolivia,La Paz,Luis Martinez,Laptop,Electronica,4,780,3121,Terrestre,Cancelado
1382,3/3/2025,Bolivia,La Paz,Laura Martinez,Impresora,Oficina,3,215,645,Maritimo,Pendiente
1383,22/11/2024,Bolivia,Cochabamba,Carlos Rodriguez,Escritorio,Muebles,1,614,614,Aereo,Entregado
1384,25/12/2024,Ecuador,Quito,Luis Martinez,Celular,Electronica,4,1028,4113,Maritimo,Entregado
1385,13/3/2025,Peru,Cusco,Pedro Garcia,Celular,Electronica,2,335,670,Terrestre,Entregado
1386,15/3/2025,Peru,Lima,Pedro Perez,Laptop,Electronica,5,40,204,Maritimo,Pendiente
1387,5/9/2024,Chile,Concepcion,Luis Rodriguez,Impresora,Oficina,3,502,1507,Maritimo,En transito
1388,1/1/2025,Colombia,Bogota,Ana Martinez,Impresora,Oficina,2,160,321,Terrestre,Entregado
1389,21/8/2024,Uruguay,Paysandu,Lucia Rodriguez,Camara,Electronica,5,856,4284,Terrestre,Entregado
1390,23/4/2024,Colombia,Cali,Juan Perez,Escritorio,Muebles,5,70,353,Aereo,Entregado
1391,6/12/2024,Colombia,Medellin,Carlos Lopez,Silla ergonomica,Muebles,3,517,1552,Aereo,En transito
1392,10/1/2025,Peru,Lima,Lucia Martinez,Teclado,Accesorios,4,636,2544,Terrestre,Pendiente
1393,18/8/2024,Colombia,Cali,Maria Rodriguez,Escritorio,Muebles,4,588,2355,Aereo,Cancelado
1394,14/4/2024,Venezuela,Maracaibo,Lucia Perez,Impresora,Oficina,4,796,3184,Maritimo,Cancelado
1395,18/11/2024,Argentina,Buenos Aires,Luis Lopez,Laptop,Electronica,2,1070,2141,Maritimo,En transito
1396,4/6/2024,Brasil,Rio de Janeiro,Luis Sanchez,Silla ergonomica,Muebles,1,132,132,Terrestre,En transito
1397,7/6/2024,Venezuela,Maracaibo,Juan Martinez,Silla ergonomica,Muebles,4,572,2291,Terrestre,Pendiente
1398,12/9/2024,Bolivia,La Paz,Pedro Rodriguez,Escritorio,Muebles,5,122,614,Maritimo,Cancelado
1399,30/10/2024,Ecuador,Guayaquil,Pedro Sanchez,Tablet,Electronica,5,1120,5600,Aereo,Pendiente
1400,15/5/2024,Bolivia,La Paz,Maria Lopez,Celular,Electronica,5,838,4192,Terrestre,Cancelado
1401,7/2/2025,Colombia,Cali,Luis Martinez,Auriculares,Accesorios,1,978,978,Maritimo,Entregado
1402,24/2/2024,Argentina,Buenos Aires,Juan Martinez,Teclado,Accesorios,3,418,1254,Aereo,Entregado
1403,13/8/2024,Bolivia,Cochabamba,Ana Lopez,Escritorio,Muebles,3,761,2285,Terrestre,En transito
1404,12/6/2024,Paraguay,Ciudad del Este,Luis Lopez,Auriculares,Accesorios,3,339,1018,Aereo,En transito
1405,12/2/2024,Peru,Arequipa,Pedro Sanchez,Silla ergonomica,Muebles,4,552,2211,Aereo,Cancelado
1406,13/1/2024,Peru,Arequipa,Carlos Rodriguez,Impresora,Oficina,5,249,1245,Aereo,Pendiente
1407,21/4/2024,Argentina,Cordoba,Juan Garcia,Laptop,Electronica,4,759,3036,Terrestre,Cancelado
1408,26/1/2025,Ecuador,Quito,Luis Lopez,Escritorio,Muebles,4,439,1758,Terrestre,Entregado
1409,3/6/2024,Ecuador,Guayaquil,Maria Lopez,Impresora,Oficina,5,819,4097,Aereo,Pendiente
1410,30/4/2024,Argentina,Cordoba,Ana Lopez,Monitor,Electronica,2,813,1627,Terrestre,Cancelado
1411,21/5/2024,Paraguay,Encarnacion,Lucia Lopez,Monitor,Electronica,2,330,661,Terrestre,Cancelado
1412,27/1/2024,Bolivia,La Paz,Luis Perez,Tablet,Electronica,4,1179,4716,Terrestre,Entregado
1413,20/4/2024,Colombia,Cali,Maria Perez,Monitor,Electronica,1,776,776,Aereo,En transito
1414,15/3/2025,Argentina,Buenos Aires,Juan Martinez,Escritorio,Muebles,3,770,2310,Aereo,Cancelado
1415,29/8/2024,Argentina,Cordoba,Laura Garcia,Teclado,Accesorios,3,677,2033,Aereo,Pendiente
1416,7/6/2024,Brasil,Sao Paulo,Luis Garcia,Silla ergonomica,Muebles,4,283,1133,Maritimo,Cancelado
1417,28/2/2024,Brasil,Sao Paulo,Laura Garcia,Escritorio,Muebles,2,265,530,Terrestre,En transito
1418,8/2/2024,Peru,Cusco,Luis Martinez,Auriculares,Accesorios,1,97,97,Aereo,Cancelado
1419,31/8/2024,Ecuador,Cuenca,Laura Rodriguez,Camara,Electronica,1,1140,1140,Maritimo,Entregado
1420,13/1/2025,Brasil,Rio de Janeiro,Carlos Sanchez,Silla ergonomica,Muebles,5,681,3405,Terrestre,En transito
1421,18/2/2025,Ecuador,Guayaquil,Carlos Sanchez,Silla ergonomica,Muebles,2,1026,2052,Maritimo,Cancelado
1422,27/4/2024,Colombia,Medellin,Maria Perez,Tablet,Electronica,3,1171,3514,Maritimo,Entregado
1423,24/6/2024,Uruguay,Salto,Laura Lopez,Celular,Electronica,2,795,1590,Terrestre,En transito
1424,16/3/2025,Bolivia,Santa Cruz,Laura Lopez,Escritorio,Muebles,3,487,1461,Terrestre,Pendiente
1425,9/10/2024,Paraguay,Asuncion,Pedro Sanchez,Laptop,Electronica,5,1131,5655,Terrestre,En transito
1426,13/12/2024,Chile,Valparaiso,Juan Perez,Monitor,Electronica,4,312,1251,Maritimo,Cancelado
1427,11/1/2025,Paraguay,Encarnacion,Lucia Rodriguez,Camara,Electronica,2,923,1846,Terrestre,Cancelado
1428,29/5/2024,Colombia,Cali,Maria Sanchez,Laptop,Electronica,1,762,762,Aereo,En transito
1429,4/7/2024,Brasil,Brasilia,Carlos Rodriguez,Celular,Electronica,3,987,2961,Aereo,Entregado
1430,8/5/2024,Ecuador,Cuenca,Ana Sanchez,Camara,Electronica,4,151,604,Aereo,En transito
1431,7/4/2024,Colombia,Medellin,Laura Rodriguez,Impresora,Oficina,5,1061,5306,Aereo,Entregado
1432,25/1/2025,Paraguay,Encarnacion,Luis Martinez,Auriculares,Accesorios,1,1172,1172,Terrestre,Pendiente
1433,16/7/2024,Bolivia,Santa Cruz,Juan Garcia,Monitor,Electronica,1,404,404,Terrestre,Pendiente
1434,13/9/2024,Peru,Arequipa,Lucia Sanchez,Monitor,Electronica,5,474,2374,Aereo,En transito
1435,10/7/2024,Ecuador,Guayaquil,Pedro Martinez,Monitor,Electronica,3,128,385,Terrestre,Entregado
1436,6/2/2024,Colombia,Medellin,Pedro Garcia,Tablet,Electronica,4,595,2382,Maritimo,Pendiente
1437,6/9/2024,Brasil,Brasilia,Laura Rodriguez,Camara,Electronica,5,454,2274,Maritimo,Entregado
1438,19/4/2024,Brasil,Brasilia,Pedro Martinez,Escritorio,Muebles,5,934,4672,Terrestre,Entregado
1439,4/5/2024,Chile,Santiago,Maria Martinez,Camara,Electronica,4,793,3173,Maritimo,En transito
1440,17/12/2024,Brasil,Sao Paulo,Lucia Garcia,Impresora,Oficina,3,106,318,Terrestre,Pendiente
1441,8/2/2024,Ecuador,Cuenca,Laura Rodriguez,Laptop,Electronica,4,264,1058,Terrestre,Pendiente
1442,17/2/2025,Colombia,Medellin,Laura Garcia,Laptop,Electronica,5,272,1362,Terrestre,Pendiente
1443,24/11/2024,Paraguay,Ciudad del Este,Lucia Martinez,Silla ergonomica,Muebles,3,351,1055,Aereo,Pendiente
1444,27/2/2025,Colombia,Medellin,Carlos Lopez,Monitor,Electronica,4,795,3182,Maritimo,En transito
1445,17/1/2025,Argentina,Rosario,Luis Perez,Teclado,Accesorios,1,470,470,Aereo,Cancelado
1446,14/9/2024,Venezuela,Caracas,Pedro Perez,Escritorio,Muebles,2,1019,2039,Terrestre,Pendiente
1447,10/8/2024,Chile,Santiago,Carlos Lopez,Camara,Electronica,1,124,124,Terrestre,Pendiente
1448,12/2/2024,Argentina,Cordoba,Luis Sanchez,Celular,Electronica,1,377,377,Aereo,Entregado
1449,9/6/2024,Brasil,Rio de Janeiro,Maria Perez,Teclado,Accesorios,3,334,1002,Terrestre,Entregado
1450,16/11/2024,Uruguay,Salto,Carlos Garcia,Auriculares,Accesorios,5,1159,5799,Aereo,Pendiente
1451,5/4/2024,Argentina,Rosario,Lucia Lopez,Monitor,Electronica,2,518,1036,Aereo,En transito
1452,13/6/2024,Brasil,Brasilia,Luis Lopez,Teclado,Accesorios,4,1036,4147,Maritimo,Cancelado
1453,20/8/2024,Argentina,Rosario,Luis Martinez,Camara,Electronica,5,481,2407,Maritimo,Entregado
1454,16/3/2024,Colombia,Bogota,Luis Garcia,Celular,Electronica,4,1178,4715,Maritimo,En transito
1455,11/3/2025,Uruguay,Salto,Juan Perez,Teclado,Accesorios,5,1047,5238,Maritimo,Entregado
